Date,Open,High,Low,Close,Volume
2025-02-10 00:30:00,0.62401,0.62465,0.6238,0.62381,360
2025-02-10 01:00:00,0.62382,0.62502,0.62381,0.62469,1059
2025-02-10 01:30:00,0.62475,0.62567,0.6246,0.62559,1411
2025-02-10 02:00:00,0.62559,0.62609,0.62546,0.62578,982
2025-02-10 02:30:00,0.62578,0.62645,0.62578,0.62629,1236
2025-02-10 03:00:00,0.62629,0.62654,0.62613,0.62643,1028
2025-02-10 03:30:00,0.62644,0.62688,0.62604,0.62616,1607
2025-02-10 04:00:00,0.62617,0.62618,0.62522,0.62548,1805
2025-02-10 04:30:00,0.62548,0.62586,0.6254,0.6256,1041
2025-02-10 05:00:00,0.62562,0.62577,0.62542,0.62573,920
2025-02-10 05:30:00,0.62573,0.62661,0.62573,0.62651,780
2025-02-10 06:00:00,0.62651,0.62683,0.62635,0.62682,631
2025-02-10 06:30:00,0.62682,0.62724,0.6268,0.62708,685
2025-02-10 07:00:00,0.62708,0.6272,0.62694,0.62712,496
2025-02-10 07:30:00,0.62712,0.6276,0.62704,0.6276,659
2025-02-10 08:00:00,0.62761,0.62774,0.62704,0.62719,848
2025-02-10 08:30:00,0.62719,0.62749,0.62693,0.62746,776
2025-02-10 09:00:00,0.62746,0.62781,0.62724,0.62777,854
2025-02-10 09:30:00,0.62777,0.628,0.62721,0.62733,1655
2025-02-10 10:00:00,0.62737,0.62766,0.62704,0.6273,1426
2025-02-10 10:30:00,0.6273,0.62739,0.62672,0.62722,2013
2025-02-10 11:00:00,0.62722,0.62753,0.62683,0.62729,1770
2025-02-10 11:30:00,0.62729,0.62793,0.62715,0.62788,1668
2025-02-10 12:00:00,0.62788,0.62826,0.62776,0.62788,1418
2025-02-10 12:30:00,0.62787,0.62806,0.62769,0.62784,1138
2025-02-10 13:00:00,0.62784,0.62831,0.62784,0.62797,1045
2025-02-10 13:30:00,0.62797,0.62843,0.62795,0.62818,1376
2025-02-10 14:00:00,0.62818,0.62819,0.62733,0.62736,1093
2025-02-10 14:30:00,0.62736,0.62747,0.62682,0.62715,1271
2025-02-10 15:00:00,0.62715,0.62741,0.62715,0.6272,1022
2025-02-10 15:30:00,0.62721,0.62793,0.62713,0.62784,1228
2025-02-10 16:00:00,0.62783,0.62839,0.62782,0.62825,1209
2025-02-10 16:30:00,0.62824,0.62828,0.62779,0.62795,1459
2025-02-10 17:00:00,0.62796,0.62831,0.62777,0.6281,2050
2025-02-10 17:30:00,0.6281,0.62873,0.62807,0.62857,1882
2025-02-10 18:00:00,0.62858,0.62875,0.62831,0.6284,1910
2025-02-10 18:30:00,0.6284,0.6286,0.62778,0.62793,1560
2025-02-10 19:00:00,0.62794,0.62799,0.62742,0.62779,1287
2025-02-10 19:30:00,0.62779,0.62796,0.62763,0.62769,1222
2025-02-10 20:00:00,0.62769,0.62775,0.62734,0.62767,847
2025-02-10 20:30:00,0.62767,0.6281,0.62747,0.62787,842
2025-02-10 21:00:00,0.62787,0.62795,0.62765,0.62768,989
2025-02-10 21:30:00,0.62768,0.62791,0.62753,0.62775,637
2025-02-10 22:00:00,0.62775,0.62814,0.62775,0.62795,710
2025-02-10 22:30:00,0.62795,0.62801,0.62773,0.62776,583
2025-02-10 23:00:00,0.62778,0.62793,0.62772,0.62784,726
2025-02-10 23:30:00,0.62785,0.62794,0.62773,0.62776,355
2025-02-11 00:00:00,0.62775,0.6279,0.62772,0.62774,300
2025-02-11 00:30:00,0.62774,0.62846,0.62711,0.62807,748
2025-02-11 01:00:00,0.62808,0.62833,0.62722,0.62804,965
2025-02-11 01:30:00,0.62806,0.62811,0.62643,0.62687,1200
2025-02-11 02:00:00,0.62688,0.62721,0.6268,0.62699,563
2025-02-11 02:30:00,0.62702,0.62737,0.62659,0.6273,861
2025-02-11 03:00:00,0.6273,0.62739,0.62699,0.62735,484
2025-02-11 03:30:00,0.62735,0.6275,0.62714,0.62737,1073
2025-02-11 04:00:00,0.62737,0.62739,0.6271,0.62725,1059
2025-02-11 04:30:00,0.62725,0.62749,0.62692,0.62698,1117
2025-02-11 05:00:00,0.62698,0.62699,0.62614,0.62629,1114
2025-02-11 05:30:00,0.62629,0.62655,0.62606,0.62646,819
2025-02-11 06:00:00,0.62646,0.62694,0.62646,0.62692,770
2025-02-11 06:30:00,0.62693,0.62734,0.62692,0.62724,636
2025-02-11 07:00:00,0.62723,0.62744,0.62714,0.62738,496
2025-02-11 07:30:00,0.62738,0.62761,0.62733,0.62746,488
2025-02-11 08:00:00,0.62746,0.62768,0.62733,0.62759,686
2025-02-11 08:30:00,0.62759,0.62823,0.62747,0.62815,722
2025-02-11 09:00:00,0.62815,0.6283,0.62778,0.62796,775
2025-02-11 09:30:00,0.62796,0.62827,0.62735,0.62817,1508
2025-02-11 10:00:00,0.62816,0.62837,0.62776,0.62797,1416
2025-02-11 10:30:00,0.62797,0.6287,0.62788,0.62859,1659
2025-02-11 11:00:00,0.62859,0.62867,0.62813,0.62818,1504
2025-02-11 11:30:00,0.62818,0.62854,0.62771,0.62783,1546
2025-02-11 12:00:00,0.62783,0.628,0.62765,0.62767,1218
2025-02-11 12:30:00,0.62767,0.62824,0.62752,0.62782,1235
2025-02-11 13:00:00,0.62782,0.62791,0.62694,0.62701,1181
2025-02-11 13:30:00,0.62701,0.62737,0.62699,0.62733,1008
2025-02-11 14:00:00,0.62734,0.6275,0.62722,0.62738,900
2025-02-11 14:30:00,0.62738,0.62822,0.6271,0.62793,1589
2025-02-11 15:00:00,0.62793,0.62839,0.62789,0.62816,1284
