Date,Open,High,Low,Close,Volume
2025-08-29 19:21:00,1.35133,1.35144,1.35124,1.35126,72
2025-08-29 19:22:00,1.35126,1.3513,1.35108,1.35108,67
2025-08-29 19:23:00,1.35108,1.35109,1.35098,1.351,79
2025-08-29 19:24:00,1.351,1.35114,1.351,1.35108,71
2025-08-29 19:25:00,1.35109,1.3512,1.35101,1.3512,81
2025-08-29 19:26:00,1.3512,1.3512,1.35102,1.35109,44
2025-08-29 19:27:00,1.35109,1.35114,1.35097,1.35097,32
2025-08-29 19:28:00,1.35097,1.35104,1.35096,1.35097,35
2025-08-29 19:29:00,1.35097,1.35098,1.35074,1.35075,56
2025-08-29 19:30:00,1.35075,1.35086,1.35068,1.35069,81
2025-08-29 19:31:00,1.35068,1.35075,1.35055,1.35055,92
2025-08-29 19:32:00,1.35055,1.35078,1.35055,1.35069,82
2025-08-29 19:33:00,1.35069,1.35078,1.35057,1.35067,84
2025-08-29 19:34:00,1.35067,1.35095,1.35067,1.35094,35
2025-08-29 19:35:00,1.35093,1.35103,1.35077,1.35098,81
2025-08-29 19:36:00,1.35097,1.35123,1.35097,1.35122,36
2025-08-29 19:37:00,1.35122,1.35132,1.35119,1.35129,58
2025-08-29 19:38:00,1.35129,1.35134,1.35128,1.35133,34
2025-08-29 19:39:00,1.35133,1.35138,1.35097,1.351,110
2025-08-29 19:40:00,1.35101,1.35108,1.35071,1.35081,120
2025-08-29 19:41:00,1.3508,1.35093,1.35053,1.35054,119
2025-08-29 19:42:00,1.35055,1.35066,1.3505,1.35061,111
2025-08-29 19:43:00,1.35061,1.35062,1.35034,1.35049,93
2025-08-29 19:44:00,1.35049,1.3508,1.35049,1.35079,45
2025-08-29 19:45:00,1.35078,1.35088,1.35071,1.35079,59
2025-08-29 19:46:00,1.35079,1.35087,1.35078,1.35079,62
2025-08-29 19:47:00,1.3508,1.3509,1.35073,1.35073,58
2025-08-29 19:48:00,1.35073,1.35093,1.35073,1.35081,50
2025-08-29 19:49:00,1.35081,1.35081,1.35061,1.35078,68
2025-08-29 19:50:00,1.35078,1.35109,1.35074,1.35096,102
2025-08-29 19:51:00,1.35097,1.35103,1.35091,1.35096,69
2025-08-29 19:52:00,1.35096,1.35101,1.35082,1.35092,79
2025-08-29 19:53:00,1.35092,1.35094,1.35087,1.35088,50
2025-08-29 19:54:00,1.35087,1.35104,1.35087,1.35101,83
2025-08-29 19:55:00,1.35102,1.35108,1.35091,1.35101,61
2025-08-29 19:56:00,1.35101,1.35119,1.35101,1.35115,107
2025-08-29 19:57:00,1.35115,1.35117,1.35085,1.35088,65
2025-08-29 19:58:00,1.35088,1.3509,1.35063,1.35067,68
2025-08-29 19:59:00,1.35067,1.3507,1.35051,1.35061,101
2025-08-29 20:00:00,1.35061,1.35062,1.35043,1.35055,37
2025-08-29 20:01:00,1.35055,1.35075,1.35048,1.35048,78
2025-08-29 20:02:00,1.35048,1.35049,1.35033,1.35034,72
2025-08-29 20:03:00,1.35034,1.35038,1.35027,1.35028,35
2025-08-29 20:04:00,1.3503,1.35033,1.35022,1.35031,54
2025-08-29 20:05:00,1.35031,1.35039,1.3503,1.35039,40
2025-08-29 20:06:00,1.35039,1.35039,1.3503,1.35038,34
2025-08-29 20:07:00,1.35038,1.35051,1.35035,1.35039,60
2025-08-29 20:08:00,1.3504,1.35056,1.35038,1.3505,57
2025-08-29 20:09:00,1.35052,1.35056,1.35042,1.35046,75
2025-08-29 20:10:00,1.35046,1.35048,1.35032,1.35039,53
2025-08-29 20:11:00,1.3504,1.35069,1.35039,1.35059,44
2025-08-29 20:12:00,1.35059,1.35062,1.35058,1.35059,27
2025-08-29 20:13:00,1.35061,1.35061,1.35055,1.35059,22
2025-08-29 20:14:00,1.35059,1.35064,1.35058,1.35062,26
2025-08-29 20:15:00,1.35062,1.35065,1.35038,1.35042,60
2025-08-29 20:16:00,1.35042,1.35048,1.35041,1.35043,19
2025-08-29 20:17:00,1.3504,1.35042,1.35026,1.35031,40
2025-08-29 20:18:00,1.35029,1.35032,1.35019,1.35019,25
2025-08-29 20:19:00,1.3502,1.35026,1.35003,1.35004,59
2025-08-29 20:20:00,1.35003,1.3501,1.34998,1.35009,54
2025-08-29 20:21:00,1.35009,1.3502,1.35009,1.35018,23
2025-08-29 20:22:00,1.35019,1.35029,1.35018,1.35024,47
2025-08-29 20:23:00,1.35023,1.35037,1.35018,1.35034,62
2025-08-29 20:24:00,1.35035,1.35068,1.35035,1.35067,50
2025-08-29 20:25:00,1.35067,1.35081,1.35067,1.3507,56
2025-08-29 20:26:00,1.3507,1.35083,1.35067,1.35081,64
2025-08-29 20:27:00,1.35081,1.35082,1.3507,1.35081,38
2025-08-29 20:28:00,1.35081,1.35087,1.35078,1.35079,42
