Date,Open,High,Low,Close,Volume
2025-02-09 10:00:00,2662.58,2666.83,2660.8,2662.59,844
2025-02-09 10:30:00,2662.59,2672.99,2662.59,2671.79,1119
2025-02-09 11:00:00,2671.79,2671.99,2661.52,2666.99,913
2025-02-09 11:30:00,2666.99,2667.36,2651.0,2659.89,1244
2025-02-09 12:00:00,2659.89,2663.67,2654.0,2658.36,980
2025-02-09 12:30:00,2658.36,2666.83,2652.08,2665.71,1010
2025-02-09 13:00:00,2665.71,2669.36,2659.49,2661.68,737
2025-02-09 13:30:00,2661.68,2666.99,2661.68,2666.4,852
2025-02-09 14:00:00,2666.4,2666.4,2652.59,2654.79,1008
2025-02-09 14:30:00,2654.79,2661.8,2651.74,2655.91,901
2025-02-09 15:00:00,2655.91,2656.65,2645.02,2654.99,1165
2025-02-09 15:30:00,2654.99,2657.99,2642.49,2644.97,1347
2025-02-09 16:00:00,2644.97,2645.41,2611.78,2618.37,2269
2025-02-09 16:30:00,2618.37,2634.52,2615.24,2626.45,1557
2025-02-09 17:00:00,2626.45,2630.29,2622.01,2627.92,1418
2025-02-09 17:30:00,2627.63,2652.58,2626.99,2643.04,1778
2025-02-09 18:00:00,2643.04,2658.81,2638.99,2653.21,1506
2025-02-09 18:30:00,2653.21,2666.29,2649.59,2655.28,1243
2025-02-09 19:00:00,2655.28,2661.99,2651.43,2659.32,1006
2025-02-09 19:30:00,2659.32,2665.23,2644.93,2650.75,1187
2025-02-09 20:00:00,2650.75,2650.99,2634.01,2641.74,1754
2025-02-09 20:30:00,2641.74,2642.09,2626.73,2632.2,1202
2025-02-09 21:00:00,2632.2,2641.38,2631.72,2636.68,1051
2025-02-09 21:30:00,2636.68,2643.24,2624.18,2631.49,1156
2025-02-09 22:00:00,2631.49,2635.16,2616.81,2623.89,1392
2025-02-09 22:30:00,2623.89,2644.46,2622.14,2641.65,1120
2025-02-09 23:00:00,2641.65,2649.08,2634.2,2637.19,1440
2025-02-09 23:30:00,2637.19,2640.99,2618.69,2622.28,1432
2025-02-10 00:00:00,2622.28,2623.99,2521.33,2552.37,6042
2025-02-10 00:30:00,2552.37,2595.83,2527.25,2591.1,4835
2025-02-10 01:00:00,2591.29,2646.99,2580.06,2615.77,3226
2025-02-10 01:30:00,2615.77,2623.89,2606.71,2613.26,3393
2025-02-10 02:00:00,2613.14,2635.47,2613.0,2627.15,2594
2025-02-10 02:30:00,2627.17,2658.59,2626.83,2642.22,3499
2025-02-10 03:00:00,2642.22,2652.39,2637.1,2642.71,1885
2025-02-10 03:30:00,2642.71,2644.69,2609.31,2614.99,2331
2025-02-10 04:00:00,2614.99,2620.06,2559.85,2574.69,4016
2025-02-10 04:30:00,2574.69,2584.99,2569.43,2571.66,2976
2025-02-10 05:00:00,2571.66,2595.63,2569.3,2589.54,2281
2025-02-10 05:30:00,2589.54,2617.43,2584.65,2613.82,2305
2025-02-10 06:00:00,2613.82,2648.56,2613.59,2625.96,4265
2025-02-10 06:30:00,2625.96,2636.51,2618.4,2633.99,2116
2025-02-10 07:00:00,2633.99,2641.41,2622.22,2628.75,1725
2025-02-10 07:30:00,2628.75,2639.27,2620.92,2635.67,1497
2025-02-10 08:00:00,2635.67,2659.99,2631.6,2638.15,1697
2025-02-10 08:30:00,2638.42,2642.82,2626.52,2630.45,1529
2025-02-10 09:00:00,2630.45,2636.37,2627.66,2636.25,1038
2025-02-10 09:30:00,2636.25,2644.66,2632.5,2632.93,975
2025-02-10 10:00:00,2632.93,2639.83,2629.0,2637.02,787
2025-02-10 10:30:00,2637.02,2652.49,2634.84,2643.12,1417
2025-02-10 11:00:00,2643.12,2649.2,2637.25,2644.79,929
2025-02-10 11:30:00,2644.79,2652.43,2640.53,2644.69,898
2025-02-10 12:00:00,2644.69,2654.54,2639.0,2650.4,1168
2025-02-10 12:30:00,2650.4,2661.99,2646.78,2656.04,1217
2025-02-10 13:00:00,2656.04,2657.49,2639.91,2647.49,1343
2025-02-10 13:30:00,2647.47,2654.59,2639.7,2650.0,1351
2025-02-10 14:00:00,2650.0,2659.49,2647.73,2653.16,1118
2025-02-10 14:30:00,2653.16,2662.11,2644.35,2652.0,1263
2025-02-10 15:00:00,2652.0,2652.0,2631.23,2639.33,1300
2025-02-10 15:30:00,2639.33,2653.99,2637.6,2646.73,1238
2025-02-10 16:00:00,2646.73,2683.99,2643.61,2677.76,2292
2025-02-10 16:30:00,2677.76,2680.98,2655.12,2659.79,2367
2025-02-10 17:00:00,2659.79,2669.8,2639.07,2650.85,3699
2025-02-10 17:30:00,2650.85,2662.22,2643.52,2651.75,2523
2025-02-10 18:00:00,2651.75,2660.99,2648.04,2658.21,2058
2025-02-10 18:30:00,2658.21,2676.3,2656.17,2659.43,1947
2025-02-10 19:00:00,2659.43,2668.66,2650.0,2664.82,1400
2025-02-10 19:30:00,2664.82,2685.44,2650.42,2675.95,1739
2025-02-10 20:00:00,2675.95,2682.38,2668.46,2679.0,1928
2025-02-10 20:30:00,2679.0,2684.66,2670.11,2684.31,1771
2025-02-10 21:00:00,2684.31,2689.4,2675.6,2683.21,1412
2025-02-10 21:30:00,2683.21,2693.78,2678.1,2688.29,1327
2025-02-10 22:00:00,2688.29,2691.95,2667.6,2672.27,1250
2025-02-10 22:30:00,2672.27,2678.89,2668.16,2673.59,1132
2025-02-10 23:00:00,2673.59,2686.61,2672.44,2684.28,1150
2025-02-10 23:30:00,2684.28,2684.95,2668.17,2670.49,690
