Date,Open,High,Low,Close,Volume
2025-05-24 14:00:00,2.3562,2.3594,2.3548,2.3581,401
2025-05-24 14:15:00,2.3581,2.3599,2.3536,2.3545,334
2025-05-24 14:30:00,2.3545,2.3594,2.3545,2.3557,473
2025-05-24 14:45:00,2.3557,2.3584,2.3532,2.3576,303
2025-05-24 15:00:00,2.3576,2.3585,2.3522,2.3524,328
2025-05-24 15:15:00,2.3524,2.3558,2.3516,2.3517,229
2025-05-24 15:30:00,2.3517,2.3546,2.3449,2.3493,382
2025-05-24 15:45:00,2.3493,2.3546,2.3455,2.3508,384
2025-05-24 16:00:00,2.3508,2.3523,2.3485,2.3502,244
2025-05-24 16:15:00,2.3502,2.3526,2.3475,2.35,231
2025-05-24 16:30:00,2.35,2.3514,2.3447,2.347,301
2025-05-24 16:45:00,2.347,2.3539,2.3436,2.3532,208
2025-05-24 17:00:00,2.3532,2.3537,2.3503,2.3521,253
2025-05-24 17:15:00,2.3521,2.353,2.345,2.347,282
2025-05-24 17:30:00,2.347,2.354,2.3458,2.353,275
2025-05-24 17:45:00,2.353,2.3546,2.3486,2.3489,188
2025-05-24 18:00:00,2.3489,2.3538,2.3485,2.3518,222
2025-05-24 18:15:00,2.3518,2.3567,2.3518,2.3536,255
2025-05-24 18:30:00,2.3536,2.3553,2.3504,2.3536,320
2025-05-24 18:45:00,2.3536,2.3536,2.3488,2.3514,230
2025-05-24 19:00:00,2.3514,2.3535,2.3489,2.3492,323
2025-05-24 19:15:00,2.3492,2.3528,2.3486,2.3523,256
2025-05-24 19:30:00,2.3523,2.3527,2.3413,2.3448,296
2025-05-24 19:45:00,2.3448,2.3499,2.3427,2.3478,351
2025-05-24 20:00:00,2.3478,2.3506,2.3466,2.3489,359
2025-05-24 20:15:00,2.3489,2.3527,2.3462,2.3494,319
2025-05-24 20:30:00,2.3494,2.3542,2.3492,2.351,279
2025-05-24 20:45:00,2.351,2.3511,2.3451,2.3474,213
2025-05-24 21:00:00,2.3474,2.3509,2.344,2.3475,209
2025-05-24 21:15:00,2.3475,2.3498,2.3464,2.3479,169
2025-05-24 21:30:00,2.3479,2.3522,2.3469,2.3515,188
2025-05-24 21:45:00,2.3515,2.3547,2.3502,2.3516,139
2025-05-24 22:00:00,2.3516,2.3516,2.3476,2.3493,203
2025-05-24 22:15:00,2.3493,2.3494,2.3436,2.3454,182
2025-05-24 22:30:00,2.3454,2.3499,2.3443,2.3468,222
2025-05-24 22:45:00,2.3468,2.3476,2.3445,2.3464,165
2025-05-24 23:00:00,2.3466,2.3502,2.3456,2.347,203
2025-05-24 23:15:00,2.347,2.3491,2.345,2.3486,148
2025-05-24 23:30:00,2.3486,2.3493,2.3455,2.3481,194
2025-05-24 23:45:00,2.3481,2.3492,2.3458,2.3476,135
2025-05-25 00:00:00,2.3476,2.3507,2.3471,2.3482,146
2025-05-25 00:15:00,2.3482,2.3498,2.3461,2.3498,156
2025-05-25 00:30:00,2.3498,2.3503,2.3403,2.344,138
2025-05-25 00:45:00,2.344,2.3443,2.3316,2.3394,193
2025-05-25 01:00:00,2.3394,2.3431,2.3382,2.3399,117
2025-05-25 01:15:00,2.3399,2.3447,2.3381,2.3425,142
2025-05-25 01:30:00,2.3425,2.3431,2.3339,2.3379,406
2025-05-25 01:45:00,2.3379,2.3387,2.3304,2.3361,291
2025-05-25 02:00:00,2.3361,2.3379,2.3295,2.3335,438
2025-05-25 02:15:00,2.3335,2.3335,2.3285,2.332,340
2025-05-25 02:30:00,2.332,2.3333,2.322,2.3291,716
2025-05-25 02:45:00,2.3291,2.3364,2.3288,2.3337,665
